"INT_ID","LOC_ID","LOC_NAME","LOC_NAME_ALT1","SCREEN_NAME","LAT","LONG","Z","FORMATION","SCREEN_DIAMETER_CM","SCREEN_TOP_DEPTH_M","WL_AVG_MASL","WL_AVG_TOTAL_NUM","WL_START_DATE_MDY","WL_END_DATE_MDY","nValues","MannKendall10yrTau","MannKendall10yrPstat","MannKendall10yrText","GAMrange"
-2147483645,-2147483645,"OGS-SS-11-02","Ont Geol Surv-SS-11-02 Bond Head","OGS-SS-11-02-s",44.0689964294434,-79.7141189575195,257.430999755859,"Mackinaw/Oak Ridges (ORMGP)",5.07999992370605,7.01040649414062,256.210845947266,72043,"07/25/2011","11/08/2022",2851,-0.0352504638218924,0.607298822229796,"MK no trend",0.445202237979704
-2147483644,-2147483644,"OGS-SS-11-03","Ont Geol Surv-SS-11-03 Tottenham","OGS-SS-11-03-s",43.9979553222656,-79.7964401245117,276,"Mackinaw/Oak Ridges (ORMGP)",5.07999992370605,15.3500061035156,271.087677001953,66165,"09/16/2011","11/08/2022",2562,-0.107116104868914,0.135781043526333,"MK no trend",0.478556553516657
-2147483551,-2147483461,"Caledon East DP 8R-06","Peel - Caledon East - DP 8R-06","Caledon East DP 8R-06d",43.8748737458163,-79.8628116552256,291.420013427734,"Mackinaw/Oak Ridges (ORMGP)",3.75,2.40000009536743,289.411682128906,67581,"09/20/2006","06/21/2023",2005,-0.506493506493506,3.67892767361155e-08,"MK decreasing trend",0.326066322240498
-2147483550,-2147483460,"Palgrave TW1-07d","Peel - Palgrave - TW 1R-07d","Palgrave TW 1R-07d",43.9586427578421,-79.8421287213952,288.269989013672,"Thorncliffe (ORMGP)",7.59999990463257,83.8000030517578,279.066345214844,165578,"06/18/2008","06/22/2023",4433,0.0763373310489244,0.254361250532745,"MK no trend",0.227796692215679
-2147483547,-2147483457,"Caledon East DP 4-08d","Peel - Caledon East - DP 4-08d","Caledon East DP 4-08d",43.8727489219917,-79.860060399964,288.959991455078,"Mackinaw/Oak Ridges (ORMGP)",2.5,1.10000610351562,288.559387207031,101591,"10/21/2008","06/21/2023",2599,-0.304347826086957,0.000198333949809282,"MK decreasing trend",0.133300783957335
-2147483533,-2147483435,"Alton EW 1-4","Peel - Alton - EW 1-4","Alton EW 1-4",43.8610954284668,-80.0652542114258,398.962524414062,"Mackinaw/Oak Ridges (ORMGP)",6.40000009536743,7.59999990463257,394.588287353516,72648,"03/11/2010","05/13/2015",1722,-0.341991341991342,0.0278467559641333,"MK decreasing trend",0.546933918298547
-2147483532,-2147483434,"Alton EW 3-3","Peel - Alton - EW 3-3","Alton EW 3-3",43.8615547174411,-80.0672526323263,399.589996337891,"Mackinaw/Oak Ridges (ORMGP)",6.34999990463257,9.14401245117188,391.926055908203,99534,"03/12/2010","06/20/2023",3543,-0.0652014652014652,0.325629118457963,"MK no trend",0.47321223779998
-2147483521,-2147483421,"Palgrave TW1-07s","Peel - Palgrave - TW 1R-07s","Palgrave TW 1R-07s",43.9586518858652,-79.8421410082157,287.880004882812,"Mackinaw/Oak Ridges (ORMGP)",7.59999990463257,39,279.137329101562,157903,"09/09/2007","06/22/2023",4607,-0.174979149291076,0.00678835134778888,"MK decreasing trend",0.25286008457722
-2147483520,-2147483420,"Palgrave OW 2Rd-09","Peel - Palgrave - OW 2R-09i","Palgrave OW 2R-09d",43.9588341935263,-79.8423618220341,288.605987548828,"Mackinaw/Oak Ridges (ORMGP)",6.40000009536743,41.1000061035156,279.895812988281,152068,"12/22/2009","06/22/2023",4437,-0.12006552006552,0.0621225896231363,"MK no trend",0.445355541850366
-2147483519,-2147483419,"Palgrave OW 2Rs-09","Peel - Palgrave - OW2R-09s","Palgrave OW 2Rs-09",43.9588341935263,-79.8423618220341,288.630004882812,"Halton Till",6.40000009536743,13.1000061035156,280.201629638672,141617,"12/22/2009","06/22/2023",4304,-0.159700985389059,0.0139399873900019,"MK decreasing trend",0.302480223413196
-2147483506,-2147483406,"Cheltenham EW 2-3","Peel - Cheltenham - EW 2-3","Cheltenham EW 2-3s",43.746747906233,-79.91433312647,286.790008544922,"Mackinaw/Oak Ridges (ORMGP)",6.40000009536743,14.2999877929688,272.390411376953,104136,"03/24/2010","06/22/2023",3812,-0.617777777777778,0,"MK decreasing trend",0.047167852683206
-2147483175,-2147483043,"Cheltenham OW 1-30s","Peel - Cheltenham - OW 1-30s","Cheltenham OW1-30s",43.7476062651469,-79.9155968935677,286.429992675781,"Halton Till",5,6.10000610351562,280.904693603516,51243,"04/29/2004","06/22/2023",2099,0.279387279387279,0.000299707753170342,"MK increasing trend",1.19013410318753
-2147483148,-2147483000,"Mount Albert MW 17","York - Mount Albert - MW 17","Mount Albert MW 17d",44.1256103515625,-79.3055877685547,279.415985107422,"Thorncliffe (ORMGP)",7.59999990463257,80.7699890136719,261.520324707031,167260,"03/21/2013","03/16/2022",3194,-0.109687439332169,0.102947795051121,"MK no trend",0.140583387957515
-2141014609,1063653915,"REG 2-94","RG 2-94 (UofT)","2/94-4",43.956787109375,-79.1538696289062,242.680740356445,"Mackinaw/Oak Ridges (ORMGP)",5.07999992370605,7.49000549316406,242.270782470703,181479,"09/27/1994","07/27/2023",7295,-0.12280701754386,0.053038003686928,"MK no trend",0.698501494877318
-2098924015,-1560401840,"Inglewood EW 3-1","Peel - Inglewood - EW 3-1","Inglewood EW 3-1",43.8156965462368,-79.9274338229419,271.829986572266,"Thorncliffe (ORMGP)",7.61999988555908,53,271.984558105469,66173,"06/18/2004","06/23/2023",2679,-0.12059925093633,0.092978476144927,"MK no trend",0.298395721315313
-2097081809,451708037,"PGMN - CLOCA - W0000265 Grasshopper","CLOCA - Grasshopper (Long Sault; CAMC/YPDT)","PGMN - CLOCA - W0000264 (int)",44.0528984069824,-78.7589416503906,292.079986572266,"Channel - Sand (ORMGP)",6.34999990463257,48.7680053710938,287.58740234375,127459,"03/12/2003","05/14/2021",5315,-0.698729582577132,9.76996261670138e-15,"MK decreasing trend",0.0710522628373442
-2087447190,-2087447190,"Orono OW 02/4S","Durham - Orono - OW 02-4S","Orono-OW02-4S",43.9675140380859,-78.6280364990234,131.442993164062,"Mackinaw/Oak Ridges (ORMGP)",5.09999990463257,2.39999389648438,131.09831237793,92411,"04/19/2005","12/31/2021",6101,-0.211881188118812,0.00170881421686309,"MK decreasing trend",0.34656552043583
-2079507836,1398078,"PGMN - NVCA - W0000480","NVCA - Thornton (PGMN )","PGMN - NVCA - W0000480-1",44.2696571350098,-79.72021484375,292.911987304688,"Upper Newmarket (ORMGP)",15.2399997711182,30.1752014160156,288.256134033203,78691,"08/20/1991","11/09/2022",3276,0.0600414078674948,0.465371363546721,"MK no trend",0.719407558856125
-2075995026,163345919,"Kleinburg PW 4","York - Kleinburg - PW 4","Kleinburg PW 4",43.8407669067383,-79.6522979736328,218.029998779297,"Scarborough (ORMGP)",28.5,72.5,175.335586547852,336132,"11/22/2005","06/12/2022",2600,0.146853146853147,0.0576459402915082,"MK no trend",0.599100248875255
-2074083668,1063653915,"REG 2-94","RG 2-94 (UofT)","2/94-3",43.956787109375,-79.1538696289062,242.680740356445,"Mackinaw/Oak Ridges (ORMGP)",5.07999992370605,12.1999969482422,242.018692016602,160927,"09/27/1994","07/27/2023",6702,-0.138432364096081,0.0299197396970001,"MK decreasing trend",0.733177825899143
-2065481979,1331167636,"Aurora MW 09 (WMI - OW 25/95 B&C)","York - Aurora - MW #9 - WMI - OW 25-95 B&C","Aurora MW 9B-deep",43.9864311218262,-79.4391632080078,280.141998291016,"Mackinaw/Oak Ridges (ORMGP)",5.07999992370605,37.8000030517578,271.642974853516,510847,"03/06/1995","03/29/2022",7305,0.302091112770724,5.57948123902641e-06,"MK increasing trend",0.444265584674073
-2030166451,1874457340,"Schomberg MW 07 (04-2)","York - Schomberg - MW 7 - SCH 04-2 (MMM)","Schomberg MW 7 (04-2)",44.0071907043457,-79.6866683959961,224.677993774414,"Late Stage Glaciolacustrine-Glaciofluvial (ORMGP)",3.1800000667572,4.02999877929688,222.899536132812,423961,"05/07/2004","03/09/2022",5932,-0.105339105339105,0.123122432313246,"MK no trend",0.292563150611254
-2014128776,372753190,"Stouffville MW 12D","York - Stouffville - MW 12D (9th Line S - YRSW-04-02d)","Stouffville MW 12d",44.0168952941895,-79.2666397094727,359.480010986328,"Thorncliffe (ORMGP)",7.61999988555908,129.540008544922,271.611114501953,307228,"04/06/2006","03/31/2022",4943,-0.023898431665422,0.721309161225019,"MK no trend",1.21225228435081
-2009890255,1964349680,"Nobleton MW 3D","York - Nobleton - MW 3 Deep (MW F3D-06) (MMM)","Nobleton MW 3d",43.9014282226562,-79.6504440307617,262.14599609375,"Thorncliffe (ORMGP)",5.71000003814697,86.4100036621094,240.213607788086,309238,"09/19/2006","06/03/2022",5634,-0.368718039146535,1.84215920295827e-08,"MK decreasing trend",2.54129102146481
-1990157550,372779069,"Schomberg MW 11D","York - Schomberg - MW 11D","Schomberg MW 11d",44.0221519470215,-79.6878356933594,240.759994506836,"Scarborough (ORMGP)",15.2399997711182,88.6967926025391,235.694763183594,215264,"11/03/2009","03/08/2022",4486,-0.777445855115758,0,"MK decreasing trend",0.204785516075975
-1981258468,1232124454,"Caledon Village EW C4-1","Peel - Caledon Village EW C4-1","Caledon Village EW C4-1",43.8623761416241,-80.0470238336243,407.809997558594,"Mackinaw/Oak Ridges (ORMGP)",NA,52.7000122070312,391.307495117188,36567,"01/09/2014","06/20/2023",2216,-0.293333333333333,0.000180495093198507,"MK decreasing trend",0.477813280076299
-1972403496,1859785185,"Stouffville MW 08D","York - Stouffville - MW 8D (Mohawk & Main Deep - SMMD)","Stouffville MW 8d",43.9761352539062,-79.2270431518555,285.394989013672,"Sunnybrook (ORMGP)",15.2399997711182,106.07039642334,234.788192749023,385920,"10/15/2001","03/31/2022",7384,-0.137415982076176,0.0389777091404417,"MK decreasing trend",2.19753935560377
-1964716562,-1566415568,"PGMN - NVCA - W0000323","NVCA - Bradford West - MW 1/03 (D I & S) (PGMN)","PGMN - NVCA - W0000323-2",44.1616096496582,-79.6415252685547,270.025085449219,"Upper Newmarket (ORMGP)",5.07999992370605,15.2400045394897,256.497650146484,133497,"05/21/2003","11/08/2022",5436,0.0731373889268626,0.34884118847784,"MK no trend",0.908820888212647
-1946040484,-30130437,"CRA-York-MW6-00","Markham MW6-00 (SE Collector)","CRA-York-MW6",43.9034767150879,-79.2097244262695,204.821762084961,"Lower Newmarket (ORMGP)",5.07999992370605,20.1199951171875,205.099014282227,76704,"04/22/2009","06/22/2022",1451,-0.0650980392156863,0.505397478782322,"MK no trend",0.188085797402494
-1895427171,-1895427171,"Cannington OW 02/2D","Durham - Cannington - OW 02-2D","Cannington-OW02-2D",44.3394889831543,-79.0496597290039,261.647003173828,"Thorncliffe (ORMGP)",5.09999990463257,6,261.351867675781,93628,"04/06/2005","12/31/2021",5702,-0.149090909090909,0.0281727756583303,"MK decreasing trend",0.205018855818586
-1868486339,-792455346,"CRA-York-MW5-00","Markham MW5-00 (SE Collector)","CRA-York-MW5",43.8994903564453,-79.2254867553711,213.924240112305,"Lower Newmarket (ORMGP)",5.07999992370605,24.6900024414062,195.636474609375,76668,"02/06/2018","06/22/2022",1598,-0.0304789550072569,0.753142216413517,"MK no trend",1.0542955044814
-1841359872,-1896507469,"PGMN - KRCA - W0000389","KRCA - Pontypool 389 (PGMN)","PGMN - KRCA - W0000389 - C",44.1087837219238,-78.6371078491211,351.853454589844,"Channel - Sand (ORMGP)",2.53999996185303,72.5,324.894134521484,103769,"01/01/2000","07/23/2019",4326,-0.602564102564103,4.64644789310853e-08,"MK decreasing trend",0.323644744144086
-1827364703,-1777151955,"PGMN - LowerTrentRCA - W0000411 & W0000412","LowerTrentRCA - CAMC/YPDT - Centreton (PGMN)","PGMN - LTRCA - W0000411 - Rice Lake-1A",44.1012840270996,-78.0515441894531,299.355895996094,"Mackinaw/Oak Ridges (ORMGP)",3.17499995231628,13.2588005065918,255.975814819336,82065,"01/22/2004","08/18/2016",3426,-0.136134453781513,0.255908620519372,"MK no trend",0.411572170178963
-1822013722,372768131,"Vandorf MW 3D","York - Vandorf - MW 3D (Woodbine & Bloomington Deep)","Vandorf MW 3d",43.9790306091309,-79.3860549926758,314.164001464844,"Thorncliffe (ORMGP)",15.2399997711182,122.224792480469,268.544067382812,221215,"07/31/2007","03/29/2022",5033,0.336445108289768,4.2248655307553e-07,"MK increasing trend",1.1244791856019
-1821156798,-1821156798,"Blackstock OW 98/1","Durham - Blackstock - OW 98-1","Blackstock OW98-1",44.1152839660645,-78.8285140991211,285.359008789062,"Upper Newmarket (ORMGP)",NA,11.2951965332031,282.523254394531,95705,"04/15/2005","12/31/2021",6031,-0.104158415841584,0.123448896046064,"MK no trend",1.29903785375481
-1820045111,-764815536,"Stouffville MW 07","York - Stouffville - MW 7 (SCMW - Country Market Well)","Stouffville MW 7",43.9842720031738,-79.2292327880859,288.119995117188,"Mackinaw/Oak Ridges (ORMGP)",15.2399997711182,25.2984008789062,283.433837890625,420844,"08/23/2001","10/10/2017",5667,0.204705882352941,0.0347057620688396,"MK increasing trend",0.785709914968744
-1809314917,-917379784,"PGMN - ORCA - W0000255","ORCA - Cavan (PGMN)","PGMN - ORCA - W0000255-3 (deep)",44.1235961914062,-78.3911743164062,200.132659912109,"Lower Newmarket (ORMGP)",5.07999992370605,15.2400045394897,200.457672119141,87066,"03/12/2003","03/13/2020",3638,NA,NA,NA,0.175685920522342
-1792730926,1398518,"PGMN - NVCA - W0000230-1","NVCA - Borden deep (PGMN)","PGMN - NVCA - W0000230-1",44.3019256591797,-79.9057083129883,200.401992797852,"Sunnybrook (ORMGP)",5.07999992370605,56.0832061767578,193.866882324219,124500,"10/12/1993","11/08/2022",5047,-0.0623353819139596,0.455444168561886,"MK no trend",0.576137957454862
-1777413610,129679,"Stouffville MW 15","York - Stouffville - MW 15 (TW 18-87)","Stouffville TW 18-87 - 1.25 inch",43.9766998291016,-79.2228393554688,274.5,"Scarborough (ORMGP)",3.17499995231628,117.348007202148,234.049377441406,334156,"10/21/1987","12/04/2018",7344,-0.0278846153846154,0.746923243835645,"MK no trend",1.03155965361531
-1758410932,1101235799,"Palgrave EW 2-1","Peel - Palgrave - EW 2-1","Palgrave EW 2-1",43.9583674428784,-79.8195881099967,287.730010986328,"Mackinaw/Oak Ridges (ORMGP)",12.1920003890991,43.8500061035156,282.648132324219,105130,"09/02/2004","06/22/2023",2536,-0.056140350877193,0.47578826203775,"MK no trend",0.43131427385021
-1758194026,929842088,"Aurora MW 14 (TH 2/86)","York - Aurora - MW #14 - TH 2-86","Aurora MW 14",44.0180931091309,-79.4701538085938,254.949996948242,"Thorncliffe (ORMGP)",15.2399997711182,89.9160003662109,239.812606811523,174616,"12/07/1986","03/30/2022",3363,0.296116504854369,8.51339853391586e-06,"MK increasing trend",1.62370861166548
-1740838794,-1740838794,"Cannington SW 04/1D","Durham - Cannington - SW 04-1D","Cannington-SW04-1D",44.3461875915527,-79.0308609008789,260.053009033203,"Bedrock - Undifferentiated (ORMGP)",5.09999990463257,9.3800048828125,256.081146240234,94134,"05/27/2005","12/31/2021",6030,-0.020990099009901,0.758012722182879,"MK no trend",0.906952931316981
-1717820781,-1717820781,"Greenbank SW 1-05","Durham - Greenbank - SW05-1","Greenbank-SW05-1",44.1579360961914,-79.0257034301758,313.665985107422,"Inter Newmarket Sediment (ORMGP)",5.07999992370605,24.9935913085938,306.373779296875,49414,"05/05/2006","12/31/2021",2353,0.125608568646543,0.102245534699973,"MK no trend",2.09443279117114
-1705498660,-1795696268,"PGMN - LSRCA - W0000039","LSRCA - Durham Forest BH1 (PGMN)","PGMN - LSRCA - W0000039(sh)",44.0579643249512,-79.0869369506836,336.360778808594,"Inter Newmarket Sediment (ORMGP)",5.07999992370605,16.8651123046875,322.294158935547,101219,"06/08/2001","04/15/2015",4027,-0.1,0.620425293710382,"MK no trend",0.343045771699951
-1700745791,-226595091,"Inglewood EW 1-2","Peel - Inglewood - EW 1-2 (TC15018)","Inglewood EW 1-2",43.7990493774414,-79.9305877685547,270.14599609375,"Mackinaw/Oak Ridges (ORMGP)",6.40000009536743,6,266.856292724609,104633,"01/26/2010","09/15/2021",3485,-0.0574561403508772,0.408732688085542,"MK no trend",0.392996809186618
-1694675155,46653,"Palgrave OW 6/72","Peel - Palgrave - OW 6/72 (Albion Ridges Estates)","Palgrave OW 6/72s",43.954917357779,-79.8186241848584,287.420013427734,"Mackinaw/Oak Ridges (ORMGP)",3.17499995231628,45.4000015258789,282.806610107422,266862,"06/28/1972","06/22/2023",5109,-0.169655741084313,0.0129545140039233,"MK decreasing trend",0.5408946361585
-1689349286,816231237,"CRA-York-MW3-00","Markham MW3-00 (SE Collector)","CRA-York-MW3",43.8655242919922,-79.2068176269531,181.641143798828,"Thorncliffe (ORMGP)",5.07999992370605,53.9499969482422,201.957077026367,75647,"04/22/2009","06/22/2022",1541,0.136429608127721,0.15145203748854,"MK no trend",0.567003549857775
-1670391903,1993120288,"Mount Albert MW 11D (OW A3-D)","York - Mount Albert - MW 11D - OW A3-D (MA 3D)","Mount Albert MW 11D (OW A3-D)",44.1181907653809,-79.303108215332,276.010009765625,"Thorncliffe (ORMGP)",7.61999988555908,80.6999969482422,264.632446289062,271687,"09/15/2005","03/16/2022",4483,-0.193427931292009,0.00364862548190281,"MK decreasing trend",0.183541968979548
-1668026378,-245639703,"Mount Albert MW 10S (OW A2-S)","York - Mount Albert - MW 10S - OW A2-S (MA 2S)","Mount Albert MW 10s",44.117000579834,-79.3018951416016,274.559997558594,"Thorncliffe (ORMGP)",7.61999988555908,26.1000061035156,265.652709960938,282111,"11/30/2005","03/16/2022",5640,-0.187079910380881,0.00493039877480128,"MK decreasing trend",0.26449747745747
-1658820713,-1658820713,"Cannington OW 00/1D","Durham - Cannington - OW 00-1D","Cannington-OW00-1D",44.3482780456543,-79.0529861450195,254.901992797852,"Bedrock - Undifferentiated (ORMGP)",6,5.80000305175781,253.804962158203,116359,"02/15/2001","12/31/2021",5965,-0.0134653465346535,0.84414706012504,"MK no trend",0.267385296621809
-1651976698,-970491812,"Stouffville MW 16 and MW 18 (BH 03-2)","York - Stouffville - MW 16 and MW 18 (BH 03-2 - JHL)","Stouffville MW 18 (03-2-1)",43.9766044616699,-79.2575225830078,274.790008544922,"Thorncliffe (ORMGP)",5.07999992370605,93,241.71565246582,465318,"08/22/2003","03/31/2022",6621,-0.102310231023102,0.128295990531143,"MK no trend",2.42022973130504
-1641164820,120000031,"Queensville MW 16s","York - Queensville - MW 16s (Leslie St)","Queensville MW 16s",44.1221313476562,-79.4472427368164,280.273193359375,"Inter Newmarket Sediment (ORMGP)",7.61999988555908,10.6679992675781,271.500122070312,176131,"02/15/2013","03/15/2022",3316,-0.168035847647498,0.0115680148181705,"MK decreasing trend",0.263816629393531
-1616464474,451708037,"PGMN - CLOCA - W0000265 Grasshopper","CLOCA - Grasshopper (Long Sault; CAMC/YPDT)","PGMN - CLOCA - W0000264 (sh)",44.0528984069824,-78.7589416503906,292.079986572266,"Mackinaw/Oak Ridges (ORMGP)",3.17499995231628,7.315185546875,287.829406738281,126076,"03/12/2003","05/14/2021",5257,-0.380520266182698,2.52430939864379e-05,"MK decreasing trend",0.2785391645955
-1614518330,1255446168,"PGMN - LowerTrentRCA - W0000122","LowerTrentRCA - Cramahe Well (PGMN)","PGMN - LTRCA - W0000122",44.0493049621582,-77.9140548706055,188.474792480469,"Lower Newmarket (ORMGP)",NA,28.3464050292969,181.859283447266,89860,"04/03/1990","04/05/2016",3751,0.00529100529100529,0.984237603525127,"MK no trend",0.470781316358957
-1593197986,491503996,"PGMN - SEVERN - W0000453","SEVERN - W0453 (BIDAN PINEG WELL1) (PGMN)","PGMN - SEVERN - W0000453",44.7946968078613,-79.9213409423828,234.139862060547,"Scarborough (ORMGP)",15.2399997711182,57.9120025634766,190.082046508789,36940,"06/06/1989","11/09/2011",1543,NA,NA,NA,0.179040226037281
-1570371294,-628474999,"CRA-York-MW 36-03","Markham MW36-03 (SE Collector)","CRA-York-MW36S",43.9333305358887,-79.2480392456055,238.229995727539,"Lower Newmarket (ORMGP)",5.07999992370605,4.57000732421875,236.805068969727,159885,"06/20/2003","03/31/2022",3327,-0.120985810306199,0.069178347752116,"MK no trend",1.17944618926996
-1561766918,-1809665923,"Mount Albert MW 12S (OW A4-S)","York - Mount Albert - MW 12S - OW A4-S (MA 4S)","Mount Albert MW 12s",44.1168975830078,-79.3010482788086,273,"Lower Newmarket (ORMGP)",7.61999988555908,21.3399963378906,265.594879150391,251640,"11/30/2005","03/16/2022",4410,-0.209111277072442,0.00167238763426436,"MK decreasing trend",0.199046478245614
-1560040560,1868843563,"Caledon East PS 2-1","Peel - Caledon East - EW - PS 2-1 (AMEC)","Caledon East PS 2-1",43.8698272705078,-79.8658447265625,289.859985351562,"Mackinaw/Oak Ridges (ORMGP)",6.34999990463257,4.29998779296875,288.129638671875,43816,"09/02/2004","11/27/2014",1124,0.277777777777778,0.348082623632924,"MK no trend",0.41542284359011
-1531663854,-248597889,"PGMN - NVCA - W0000291-1","NVCA - Wasaga Beach (PGMN)","PGMN - NVCA - W0000291-1",44.4998893737793,-79.9931793212891,186.662994384766,"Upper Newmarket (ORMGP)",5.07999992370605,6.09599304199219,184.97900390625,100994,"03/19/2003","11/07/2022",4098,-0.258094357076781,0.0107912767813301,"MK decreasing trend",0.244899012611269
-1530546364,-592399955,"Ballantrae MW 10d","York - Ballantrae - MW 10d (TW09-2 Azimuth)","Ballantrae MW 10d",44.0413475036621,-79.3001022338867,340.266998291016,"Thorncliffe (ORMGP)",15.875,97.5360107421875,294.490783691406,215183,"07/13/2009","03/28/2022",4178,0.0892599464028035,0.191554430726373,"MK no trend",3.55977450298379
-1473349397,293633875,"PGMN - LowerTrentRCA - W0000213","LowerTrentRCA - Sager Well (PGMN)","PGMN - LTRCA - W0000213",44.1277809143066,-77.8179016113281,138.690658569336,"Bedrock - Undifferentiated (ORMGP)",NA,44.8056030273438,102.446411132812,97447,"10/18/2002","10/05/2016",4179,-0.796923076923077,1.29502453205532e-08,"MK decreasing trend",0.0660532437534546
-1451976514,-1443917512,"Alton EW 3-1","Peel - Alton - EW 3-1 (AMEC)","Alton EW 3-1",43.8632563290296,-80.0683460815144,395.559997558594,"Bedrock - Undifferentiated (ORMGP)",7.5,26,394.872161865234,72582,"01/28/2004","06/22/2023",3035,-0.257311171891437,0.000176352540274261,"MK decreasing trend",0.15205018868667
-1424241147,-360536318,"Uxbridge OW 01/2D","Durham - Uxbridge - OW 01-2D","Uxbridge OW 01-2D",44.1057472229004,-79.1124954223633,277.049987792969,"Channel - Sand (ORMGP)",5.07999992370605,72.8471984863281,269.505340576172,112912,"01/16/2001","12/31/2021",6117,0.0792079207920792,0.241700232420009,"MK no trend",0.472706290934203
-1411392313,372767407,"Stouffville MW 09","York - Stouffville - MW 9 (SM2S)","Stouffville MW 9",43.976131439209,-79.2269973754883,284.725006103516,"Lower Newmarket (ORMGP)",15.2399997711182,32.3099975585938,281.912933349609,229259,"05/09/2008","03/31/2022",4607,0.0223257619879635,0.741690760433492,"MK no trend",1.07054777924265
-1405952944,1119363068,"CAMC/YPDT - Boston Mills Rd.","CVC - Boston Mills","ORMGP - Boston Mills Rd.",43.8414268493652,-79.8530349731445,300.809753417969,"Scarborough (ORMGP)",7.61999988555908,158.496002197266,280.720123291016,116797,"06/17/2005","08/11/2023",5432,-0.404586576898801,3.65280827807624e-09,"MK decreasing trend",0.351401178419323
-1319934803,120000159,"Stantec-Hydro1-MW5-14","Stantec-MW5-14","Stantec-Hydro1-MW5-14-s2",43.9849433898926,-78.8440475463867,252.527282714844,"Halton Till",5.07999992370605,2.44000244140625,250.081192016602,68765,"01/05/2015","12/19/2022",2812,-0.0638297872340425,0.361197452677608,"MK no trend",0.419274588828322
-1314439035,-1314439035,"Cannington SW 06/4S","Durham - Cannington - SW 06-4S","Cannington-SW06-4S",44.3450202941895,-79.0520248413086,259.342987060547,"Upper Newmarket (ORMGP)",NA,2.10000610351562,258.068298339844,59679,"09/20/2006","12/31/2021",3562,0.114059405940594,0.0915711213771617,"MK no trend",0.453989505524783
-1306822984,815845637,"Cannington TW 02/1","Durham - Cannington - TW 02-1","Cannington TW 02/1",44.3451309204102,-79.0478973388672,279.480010986328,"Bedrock - Undifferentiated (ORMGP)",NA,29.2608032226562,258.897003173828,74019,"07/18/2002","12/31/2021",4678,0.124752475247525,0.0649481719222129,"MK no trend",0.64197095298261
-1293450021,-1098117506,"Stouffville MW 28s (CRA-MW28s)","York - Stouffville - MW 28s (CRA-MW28s)","Stouffville MW 28s (CRA-MW28s)",43.9492645263672,-79.2773513793945,242.080001831055,"Halton Till",5.07999992370605,1.52000427246094,240.992294311523,155746,"08/20/2003","03/31/2022",3242,-0.0797903319743739,0.235836387936212,"MK no trend",1.17654862880408
-1284792197,372755719,"Inglewood EW 3-3D","Peel - Inglewood - EW 3-3D","Inglewood EW 3-3d",43.8144926668184,-79.9334859037275,278.019989013672,"Sunnybrook (ORMGP)",7.61999988555908,53.9496002197266,270.731750488281,59960,"01/26/2006","06/23/2023",2504,-0.488919288645691,2.7103652655569e-11,"MK decreasing trend",0.297217090193687
-1282825220,-1969389278,"CRA-York-MW4-00","Markham MW4-00 (SE Collector)","CRA-York-MW4",43.8820533752441,-79.2159042358398,197.489562988281,"Thorncliffe (ORMGP)",5.07999992370605,37.4900054931641,201.908920288086,73294,"02/06/2018","06/22/2022",1529,-0.0829562594268477,0.389718863583786,"MK no trend",0.836847850971948
-1278319270,-1278319270,"Greenbank OW 1-03","Durham - Greenbank - OW 03-1","Greenbank-OW03-1",44.1604766845703,-79.0267028808594,317.153015136719,"Inter Newmarket Sediment (ORMGP)",5.09999990463257,25.5,308.189392089844,91818,"04/20/2005","12/31/2021",6088,0.0526732673267327,0.436825962502434,"MK no trend",2.06561532355308
-1275672324,120000019,"Aurora MW 19","York - Aurora - MW #19 (Sheppards Bush)","Aurora MW 19d",43.9968032836914,-79.4537658691406,270.628295898438,"Thorncliffe (ORMGP)",7.59999990463257,93.4199981689453,250.792739868164,158756,"03/08/2013","03/29/2022",3309,0.355862584017924,8.76412309391839e-08,"MK increasing trend",3.17469000366917
-1271047884,2086295942,"PGMN - TRCA - W0000367","TRCA - Claireville CA (PGMN)","PGMN - TRCA - W0000367",43.766414642334,-79.7005157470703,192.550003051758,"Bedrock - Undifferentiated (ORMGP)",6.34999990463257,26,175.538299560547,150742,"09/05/2003","06/21/2023",6266,-0.0400718778077269,0.544478473005951,"MK no trend",1.52289767296679
-1261492764,-1261492764,"Cannington OW 99/2D","Durham - Cannington - OW 99-2D","Cannington-OW99-2D",44.3468894958496,-79.0298690795898,260.226013183594,"Bedrock - Undifferentiated (ORMGP)",5,6.80000305175781,256.24072265625,96665,"02/15/2001","12/31/2021",6459,0.0499009900990099,0.461435377823515,"MK no trend",0.690205326096123
-1252934324,360000081,"PGMN - NVCA - W0000505/506/507","PGMN - NVCA - BH 08-2 (Melancthon Quarry)","PGMN - NVCA - W0000506-1(int deep)",44.227165222168,-80.2746353149414,516.88037109375,"Bedrock - Undifferentiated (ORMGP)",5.09999990463257,52.4599914550781,509.059692382812,35329,"04/24/2008","11/07/2022",1472,0.101176470588235,0.298505781092252,"MK no trend",1.90066503563992
-1247980370,1660795009,"Orono OW 08-2","Durham - Orono - OW 08-2","Orono OW 08-2",43.9685821533203,-78.6273956298828,132.848007202148,"Thorncliffe (ORMGP)",5.09999990463257,7.59999847412109,131.522567749023,71702,"10/08/2008","12/31/2021",4565,-0.163960396039604,0.0152415870363116,"MK decreasing trend",0.591067878033403
